Reference,SubReg,Aggressor,Victim,Descript,Desc1,Desc2,Desc3,Desc4,Desc5,Desc6,Date,Year,PolygonID,MRGID,GeoName,Pol_type,MRGID_Ter1,Territory1,MRGID_Sov1,Sovereign1,ISO_Ter1,MRGID_Ter2,Territory2,MRGID_Sov2,Sovereign2,ISO_Ter2,MRGID_Ter3,Territory3,MRGID_Sov3,Sovereign3,ISO_Ter3,x_1,y_1,Area_km2,MRGID_EEZ
2014-237,63,Robbers,Bulk carrier,NA,"BANGLADESH:On 15 October, two robbers boarded an anchored bulk carrier near position 21-46N091-47E, Chittagong Lightering Anchorage. Duty crewman on routine rounds saw the robbers, who threatened then attacked him. Duty crewman notified Duty Officer who",raised the alarm. The robbers escaped with some of the ship's provisions. The duty crewman suffered minor head wounds from the attack. Local Coast Guard force and other vessel at anchor notified of the boarding.,NA,NA,NA,NA,2014-10-15,2014,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2014-227,63,Robbers,Bulk carrier,NA,"BANGLADESH:On 8 October, twelve robbers armed with knives boarded an anchored bulk carrier near position 21-47N 091-46E, 3 nm west of Kutubdia Island. The crew raised the alarm raised, mustered, and notified Port Control. Seeing the crew response, the",robbers fled with ship's properties.,NA,NA,NA,NA,2014-10-08,2014,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2014-219,63,Robbers,Chemical Tanker,NA,"INDIA:On 30 September, three robbers in a fishing boat boarded an anchored chemical tanker near position 22-47N 070-03E, Kandla Anchorage. Duty crew on the bridge, noticed the robbers, raised the alarm, sounded ship's horn and mustered the crew. Upon","hearing the alarm and seeing the crew alertness, the robbers escaped empty handed in their boat. Ships in the vicinity were informed.",NA,NA,NA,NA,2014-09-30,2014,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2014-209,63,Robbers,Chemical Tanker,NA,"INDIA:On 14 September, seven robbers in a boat approached an anchored chemical tanker near position 17-40N 083-23E, Visakhapatnam Anchorage. Four of the robbers boarded the tanker via the stern and stole fire hose nozzles and couplings. Master noticed","the robbers, raised the alarm and mustered the crew. Upon hearing the alarm and seeing the crew alertness, the robbers jumped overboard and escaped with the stolen items. Port control informed.",NA,NA,NA,NA,2014-09-14,2014,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2014-208,63,Robbers,Product Tanker,NA,"INDIA:On 3 September, three robbers armed with knives boarded an anchored product tanker near position 22-44N 070-01E, Kandla Outer Anchorage. They threatened the duty crewman who managed to escape and inform the bridge. Alarm raised and crew mustered.","Seeing the crew response, the robbers fled with stolen ships properties.",NA,NA,NA,NA,2014-09-03,2014,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2014-198,63,Suspicious Approach,Bulk Carrier,NA,"INDIA:On 25 August, an underway bulk carrier was twice approached by armed persons in skiffs near position 08-21N 076-36E, 22 nm west of Kovalam. On the first approach a skiff with five armed persons approached to within 100 meters of the vessel. Four","hours later, the duty crew noticed another skiff with six armed persons approach and close to between 300-400 meters. On both occasions the onboard armed security showed their weapons and the skiffs stopped. Both skiffs had speeds of 15-20 knots during",their approach. Indian Coast Guard informed.,NA,NA,NA,2014-08-25,2014,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2014-201,63,Pirates,Fishing Trawlers,NA,"BANGLADESH:On 25 August, a group of 36 fishermen aboard three trawlers were attacked by a group of pirates near Hatiya Upazila. At least ten of the fishmen were injured, most by gunfire, while ten others were reportedly thrown into the sea. Pirates",departed after looting the ships. Local Coarst Guard is investigating the incident.,NA,NA,NA,NA,2014-08-25,2014,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2014-184,63,Robbers,Container Ship,NA,"BANGLADESH:On 31 July, seven robbers armed with knives boarded an anchored container ship via the stern deck near position 22-10N 091-46E, Chittagong Anchorage. Duty crew spotted the robbers stealing ship's stores and raised the alarm. As the crew","mustered and approached the robbers, they jumped into their boat and escaped with the stolen items. The incident was reported to the Coast Guard who advised the Master to be vigilant and report any other suspicious activity. A patrol boat came and",searched the area.,NA,NA,NA,2014-07-31,2014,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2014-163,63,Robbers,Product tanker,NA,"INDIA:On 6 July, two robbers in a fishing boat boarded an anchored product tanker near position 22-48N 070-01E, Kandla Anchorage. Duty crew on routine rounds noticed the robbers and raised the alarm resulting in the robbers jumping overboard and escaping","in their boat. Upon investigation, it was found that three padlocks were broken and ship's properties were stolen.",NA,NA,NA,NA,2014-07-06,2014,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2014-141,63,Robbers,Tanker,NA,"INDIA:On 10 June, two robbers boarded an anchored tanker near position 17-37N 083-24E, Visakhapatnam. When the duty officer spotted the robbers and raised the alarm, the robbers disembarked the tanker and escaped in their fishing boat.",NA,NA,NA,NA,NA,2014-06-10,2014,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2014-142,63,Robbers,Tanker,NA,"BANGLADESH:On 8 June, six armed robbers in a small boat boarded an anchored tanker using a hooked ladder near position 22-29N 091-41E, Chittagong anchorage. When a duty crewman informed the duty officer on the bridge, who raised the alarm, sounded ships","whistle and mustered the crew on the bridge. SSAS activated and two rocket parachute flares fired. The robbers went to the forecastle, forced open the bosun store room, stole ship properties, and escaped.",NA,NA,NA,NA,2014-06-08,2014,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2014-134,63,Robbers,Product tanker,NA,"BANGLADESH:On 29 May, two robbers attempted to board an anchored product tanker near position21-43N 091-47E, Kutubdia Anchorage. Duty crewman saw the robbers on the stern of the ship and notified the duty officer, who raised the alarm. Seeing the crew","response, the robbers jumped overboard and escaped without stealing anything.",NA,NA,NA,NA,2014-05-29,2014,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2014-116,63,Robbers,Chemical Tanker,NA,"BANGLADESH:On 5 May, four robbers armed with long knives boarded an anchored chemical tanker near position 22-08N 091-46E, Chittagong Roads. The robbers cut the aft mooring rope. Duty officer raised the alarm, mustered the crew in the accommodation area","and informed the local Coast Guard office. Upon hearing the alarm, the robbers stole a lifebuoy and escaped. A patrol boat came to the location and made a search.",NA,NA,NA,NA,2014-05-05,2014,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2014-106,63,Robbers,Tanker,NA,"BANGLADESH:On 30 April, two robbers boarded an anchored tanker near position 22-08N 091-41E, Chittagong Anchorage. Crew noticed robbers on stern and raised alarm. Crew mustered and Port Control notified. Seeing the crew alertness, the robbers escaped",with stolen ship's properties.,NA,NA,NA,NA,2014-04-30,2014,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2014-107,63,Robbers,Bulk Carrier,NA,"BANGLADESH:On 24 April, 20 robbers boarded an anchored bulk carrier at position 21-51N 091-40E, Chittagong OPL, and broke into the forward store room,stole ship's property and escaped. The ship's attempt to contact the local coast guard office failed but",message was relayed by another ship in the vicinity.,NA,NA,NA,NA,2014-04-24,2014,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2014-98,63,Robbers,Anchored product tanker,NA,"INDIA:On 18 April, three robbers in a small boat attempted to board an anchored product tanker near position 09-56N 076-09E, Kochi Anchorage. Duty crew on routine rounds noticed the robbers and informed duty officer on the bridge who raised the alarm and","mustered the crew. Upon hearing the alarm, the robbers aborted the attempted boarding and escaped in their boat. Port Control was informed.",NA,NA,NA,NA,2014-04-18,2014,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2014-59,63,Pirates,Underway bulk carrier,NA,"PAKISTAN:On 28 February, suspected pirates in a skiff chased an underway Bangladeshi-flagged bulk carrier, MV CRYSTAL GOLD near position 24-33N 062-44E, approximately 40 nm southeast of Gwadar, Pakistan. The pirates reportedly chased for up to four","hours. The vessel took evasive measures as outlined in BMP 4, reported the incident to UKMTO, and headed towards the Pakistani coast. The Pakistani Navy deployed a naval asset which located the skiff and detained the suspected pirates. The vessel's",owners said there were 23 Bangladeshi crewmen on their vessel.,NA,NA,NA,2014-02-28,2014,242,8359,Pakistani Exclusive Economic Zone,200NM,2250,Pakistan,2250,Pakistan,PAK,0,NA,0,NA,NA,0,NA,0,NA,NA,64.7122448427,23.5394045623,224387.832462,8359
2014-55,63,Pirates,Tug and cargo vessel,NA,"BANGLADESH:On 20 February, the crew on a tug towing a general cargo vessel to scrap observed five fishing boats approach the cargo vessel under tow near position 21-00N 091-37E, approximately 75 nm south of Chittagong. Two of the fishing boats came",alongside and pirates boarded the vessel and were seen lowering the ship's property.,NA,NA,NA,NA,2014-02-20,2014,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2014-44,63,Robbers,Bulk carrier,NA,"BANGLADESH:On 5 February, robbers boarded an anchored bulk carrier near position 22-15N 091-45E, Chittagong Anchorage. During routine rounds, duty crewman noticed the four robbers near the stern lowering ships stores into two wooden boats with three","robbers in each boat. Upon being detected, the robbers threatened the crewman with knives. The crewman managed to escape and informed the duty officer on the bridge who raised the alarm, alerted the crew, and informed the coast guard. The coast guard",arrived and boarded the vessel and interviewed the crew.,NA,NA,NA,2014-02-05,2014,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2013-354,63,ROBBERS,BULK CARRIER,NA,"INDIA:On 4 December, three robbers boarded an anchored bulk carrier near position 22-47N 070-05E, Kandla Anchorage. The Officer on Watch spotted the robbers and raised the alarm. Seeing crew response, the robbers escaped with stolen ship property.",NA,NA,NA,NA,NA,2013-12-04,2013,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2013-336,63,ROBBERS,OIL TANKER,NA,"INDIA:On 21 November at approximately 0300 local time, an anchored crude oil tanker experienced a boarding near position 22-38N 069-53E, Sikka Crude Oil Anchorage. Robbers boarded the ship through the hawse pipe, stole ship's stores, equipment and",escaped unnoticed. Port Control was informed.,NA,NA,NA,NA,2013-11-21,2013,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2013-337,63,ROBBERS,OIL TANKER,NA,"INDIA:On 21 November at approximately 0240 local time, an anchored crude oil tanker experienced a boarding near position 22-39N 069-55E, Sikka Crude Oil Anchorage. Eight robbers armed with knives boarded the ship. The duty officer immediately raised the","alarm and alerted the crew. The robbers were observed throwing ship's property into their boat even after the alarm was raised. Seeing this, the Master made an announcement that the coast guard was on their way. Upon hearing the announcement, the robbers",jumped overboard and escaped with the stolen ship's property. Port Authorities informed.,NA,NA,NA,2013-11-21,2013,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2013-322,63,ROBBERS,CONTAINER SHIP,NA,"INDIA:On 2 November, an anchored container ship experienced a boarding near position 21-40N 088-01E, Sagar Anchorage. 15 armed robbers boarded the ship and were spotted by ship's duty officer, who raised the alarm. The robbers were stealing ship's stores",and jumped overboard when the alarm was raised.,NA,NA,NA,NA,2013-11-02,2013,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2013-315,63,Robbers,Chemical tanker,NA,"INDIA:On 30 October, an underway chemical tanker experienced a boarding near position 22-49N 70-05E, approximately 2.5 nm SW of Outer Tuna Buoy, Kandla Anchorage. During routine rounds, duty crewman noticed two robbers boarding the vessel near the","amidships storeroom. He immediately informed the Duty Officer who raised the alarm and mustered the crew. Upon seeing the crew response, the robbers fled the scene with stolen ship stores. A total of five robbers were seen escaping on the boat. Kandla",Port Authority relayed incident information to local Coast Guard office.,NA,NA,NA,2013-10-30,2013,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2013-316,63,Robbers,Container ship,NA,"BANGLADESH:On 28 October, an anchored container ship experienced a boarding at position 21-50N 091-38E, Chittagong Anchorage. Duty crewman noticed five to six robbers at the poop deck while conducting routine rounds. He immediately informed bridge and","the alarm was raised. Upon hearing the alarm, the robbers jumped overboard and escaped with ship's stores in their unlit boat.",NA,NA,NA,NA,2013-10-28,2013,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2013-311,63,Robbers,LPG tanker,NA,"INDIA:On 22 October, an anchored LPG tanker was boarded by seven armed robbers at position 22-49N 070-06E, Kandla Anchorage. They forced open the forward storeroom and stole ship's property. Duty crewman on watch noticed the robbers and raised the alarm.",The robbers subsequently threatened the crew with knives and then jumped overboard and escaped. Port authorities were informed.,NA,NA,NA,NA,2013-10-22,2013,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2013-309,63,Robbers,Tanker,NA,"INDIA:On 20 October, an anchored tanker was boarded by three robbers at position 17-36N 083-26E, Visakhapatnam Anchorage. The robbers were able to steal ship's stores and escape when spotted by crewmembers on duty.",NA,NA,NA,NA,NA,2013-10-20,2013,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2013-301,63,PIRATES,FISHING TRAWLERS,NA,"BANGLADESH:On 9 October, unidentified individuals fired at two fishing trawlers in the Bay of Bengal near Charfashion Upazila. They hijacked a fishing trawler and kidnapped 21 fishermen onboard. Twenty-two fishermen jumped into the sea and were later",rescued by different fishing trawlers.,NA,NA,NA,NA,2013-10-09,2013,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2013-302,63,ROBBERS,TRAWLER,NA,"BANGLADESH:On 9 October, unidentified individuals boarded a trawler in the bay near the Tin Char area and stole goods, including fish fries (small fish) worth between $8,992 to $10,277.",NA,NA,NA,NA,NA,2013-10-09,2013,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2013-289,63,Robbers,Fishing vessels,NA,"BANGLADESH:Between 14 and 15 September, robbers kidnapped 65 fishermen from their vessels from the sea and in the Sundarbans, near Dublar Char. The robbers looted fish and nets worth about $12,846, and demanded a ransom of approximately $1,285 for each","fisherman, threatening to kill them if they did not receive the ransom. The Bangladeshi Coast Guard conducted a search of coastal areas of the Sundarbans, but was unable to locate the missing fishermen.",NA,NA,NA,NA,2013-09-14,2013,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2013-269,63,ROBBERS,CONTAINER SHIP NADIR,NA,"BANGLADESH:On 27 August, the anchored Marshall Islands-flagged container ship NADIR was boarded while at position 22-11N 091-42E, Chittagong Anchorage. Approximately 16 robbers in two boats approached the ship. Five robbers armed with long knives boarded","the ship and began to lower ship's stores into their boats. Duty officer noticed the robbers, raised the alarm and crew mustered. Seeing crew alertness the robbers escaped with stolen ship stores. Incident reported to the coast guard.",NA,NA,NA,NA,2013-08-27,2013,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2013-261,63,Pirates,Trawler,NA,"BANGLADESH:On 15 August, a fishing trawler was hijacked, along with the kidnapping of 15 fishermen along the Meghna River. A gang of pirates attacked three trawlers in the Talia Char area. When the fishermen tried to resist the bandits, they opened fire,",injuring one man. The pirates looted valuables from the trawlers and kidnapped the 15 fishermen onboard.,NA,NA,NA,NA,2013-08-15,2013,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2013-263,63,Robbers,Container ship,NA,"BANGLADESH:On 10 August, the anchored Singapore-flagged container ship KOTA HARTA was boarded at 22-09N 091-47E, at the Chittagong Anchorage. Three robbers boarded the ship from the poop deck, using a hook and rope. Upon discovering the robbers, the duty",watchman immediately raised the alarm. Two of the robbers jumped overboard while the third robber grabbed the life-ring from the ship and threw it overboard before escaping in a small wooden boat.,NA,NA,NA,NA,2013-08-10,2013,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2013-270,63,ROBBERS,PRODUCT TANKER ST. MICHAELIS,NA,"BANGLADESH:On 4 August, the anchored Hong Kong-flagged product tanker ST. MICHAELIS was boarded at 22-11N 091-41E, at the Chittagong Anchorage. While at anchor, robbers boarded the vessel from astern. When the alarm was raised, the crew locked itself in",the superstructure.,NA,NA,NA,NA,2013-08-04,2013,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2013-236,63,ROBBERS,Chemical tanker,NA,"BANGLADESH:On 27 July, the Denmark-flagged anchored chemical tanker TORM LOIRE was boarded in the vicinity of 22-13N 091-46 E, at the Chittagong Anchorage. While awaiting berthing instructions, the duty crew on routine patrol noticed a robber lowering","ropes into a waiting boat. The duty officer was informed, who then raised the alarm and mustered the crew. Upon the crews approach to the stern, the robbers cut off the loose rope and escaped in the boat. Local authorities were notified.",NA,NA,NA,NA,2013-07-27,2013,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2013-228,63,ROBBERS,CHEMICAL TANKER,NA,"INDIA:On 24 July, the anchored Singapore-flagged chemical tanker BUNGA LUCERNE was boarded at 22-48N 070-03E, at the Kandla Anchorage. An able bodied seaman and a deck cadet, who were carrying out routine work on the forecastle of the anchored chemical","tanker, noticed three small boats approaching. The able bodied seaman immediately informed the duty officer. The boats started distracting the ship's crew by asking them to buy their fish. The able bodied seaman and the cadet checked on the other side of","the vessel and observed that two robbers from another boat were in the process of getting on board while another was already on board. The duty officer raised the alarm and sounded the ship's whistle, resulting in the robbers jumping overboard and",escaping in their boat. Port Authorities and vessels in the vicinity were informed.,NA,NA,2013-07-24,2013,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2013-209,63,ROBBERS,BULK CARRIER,NA,"INDIA:On 30 June, an anchored bulk carrier was boarded at 22-58N 070-14E, at the Kandla Inner Anchorage. Three to four robbers, in a boat, boarded the anchored bulk carrier. The Duty Officer noticed the boarding and immediately raised the alarm. Upon","hearing the alarm, the robbers escaped in their waiting boat. During investigation, it was discovered that ship's stores were stolen. Port control was informed.",NA,NA,NA,NA,2013-06-30,2013,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2013-118,63,ROBBERS,BULK CARRIER CRANE,NA,"BANGLADESH:On 01 April, the bulk carrier CRANE was boarded at 22-15N 091-44E, at the Chittagong Anchorage `A'. The vessel was attacked while discharging. During a routine patrol of vessel by ship staff, approx. 6 robbers armed with long knives were found",on forecastle. They were gone by the time crew arrived.,NA,NA,NA,NA,2013-04-01,2013,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2013-90,63,SUSPICIOUS CRAFT,VESSEL SEA PIONEER,NA,MALDIVES:Vessel SEA PIONEER reported possible mothership activity in 07-40.1N 074-14.5E.,NA,NA,NA,NA,NA,2013-03-27,2013,216,8345,Maldives Exclusive Economic Zone,200NM,2229,Maldives,2229,Maldives,MDV,0,NA,0,NA,NA,0,NA,0,NA,NA,73.0880145593,2.45483622223,925222.836017,8345
2013-89,63,PIRATES,FISHING TRAWLERS,NA,"BANGLADESH:On 25 March, three fishing trawlers were hijacked in the vicinity of 21-26N 091-35E, approximately 20 nm off the coast of Cox's Bazaar. A gang of 20 to 25 pirates attacked the 34 fishermen onboard the three trawlers. The crews were beaten,","shot with rubber bullets, had their arms and legs bound, and then thrown overboard. Three of the crew managed to get away, later saved by other fishermen. Currently 21 bodies have been recovered, while 10 are still missing.",NA,NA,NA,NA,2013-03-25,2013,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2013-62,63,SUSPICIOUS CRAFT,TANKER,NA,"BANGLADESH:On 18 February, the tanker JASMINE EXPRESS was boarded at 22-11N 091-46E, at the Chittagong ""C"" Anchorage. After STS discharge operations, the crew on an anchored tanker while waiting for further instructions discovered that two STS mooring",ropes were stolen. Coast Guard informed.,NA,NA,NA,NA,2013-02-18,2013,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2013-50,63,ROBBERS,BULK CARRIER,NA,"BANGLADESH:On 15 February, a bulk carrier was boarded at 22-15N 091-42E, at the Chittagong Anchorage. Robbers armed with long knives boarded the anchored vessel via the anchor chain. Alert duty A/B noticed the robbers and raised the alarm. The robbers",threatened the A/B with the knives and then escaped without stealing anything. It is suspected that shore security officers onboard may have opened the anchor chain cover to help the robbers board.,NA,NA,NA,NA,2013-02-15,2013,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2013-45,63,ROBBERS,CHEMICAL TANKER,NA,"INDIA:On 14 February, a tanker was boarded at 09-54N 076-08E at the Cochin Anchorage. Three robbers boarded the anchored vessel. Alert Duty Officer noticed movement on the forecastle deck and raised the alarm. Upon hearing the alarm and seeing crew's","alertness, the robbers were seen jumping overboard. Investigation revealed that ship's stores were stolen.",NA,NA,NA,NA,2013-02-14,2013,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2013-25,63,ROBBERS,TANKER BW YANGTZE,NA,"INDIA:On 29 January, the product tanker BW YANGTZE was boarded in the vicinity of 22-01N 088-06E, at the Haldia Anchorage. Robbers armed with knives and a gun, boarded the anchored vessel and started lowering mooring ropes. Duty Officer spotted the","robbers, raised the alarm, and informed Master. The robbers escaped with the stolen ship's stores. VTIS and Coast Guard informed.",NA,NA,NA,NA,2013-01-29,2013,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2013-26,63,ROBBERS,CHEMICAL TANKER CHAMPION TRUST,NA,"INDIA:On 27 January, the chemical tanker CHAMPION TRUST was boarded at 17-01N 082-24E, at the Kakinada Anchorage. Eight robbers in two boats armed with long knives approached the anchored vessel. Two of the robbers boarded and stole ship's stores from","the forecastle. Duty crew noticed the robbers and informed the Duty Officer, who raised the alarm and notified the Master. Upon hearing the alarm, the robbers escaped with the stolen stores. Port Control was informed",NA,NA,NA,NA,2013-01-27,2013,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
2013-16,63,ROBBERS,BULK CARRIER,NA,"BANGLADESH:On 16 January, a bulk carrier was boarded at 22-17N 091-43E, at the Chittagong Anchorage. Five robbers armed with long knives boarded the anchored vessel via the anchor chain during cargo operations. The Second Officer noticed the robbers and","directed a crewman to investigate. While approaching the forecastle, the crewman was threatened by three robbers. The Master ordered the crew to enter the accommodation and lock the access. The Second Officer directed the spot light towards the robbers,","who then escaped down the anchor chain. Upon inspection, it was found that ship's properties were stolen. Port control and Coast Guard were informed. A Coast Guard boat later arrived and searched for the robbers.",NA,NA,NA,2013-01-16,2013,164,8481,Bangladeshi Exclusive Economic Zone,200NM,2142,Bangladesh,2142,Bangladesh,BGD,0,NA,0,NA,NA,0,NA,0,NA,NA,90.5397686404,20.4111789845,112302.620749,8481
2013-12,63,ROBBERS,CARGO VESSEL JADE SKY,NA,"INDIA:On 3 January, bulk cargo vessel JADE SKY boarded at 22-49N 070-03E, at the Kandla port anchorage. Robbers boarded the vessel, broke into the forecastle store room, stole ship's stores and escaped unnoticed.",NA,NA,NA,NA,NA,2013-01-03,2013,259,8480,Indian Exclusive Economic Zone,200NM,2128,India,2128,India,IND,0,NA,0,NA,NA,0,NA,0,NA,NA,76.0853171614,14.5979955792,1659486.57465,8480
