Hotspot,date,hotspot_attacks_window_last3_month,hotspot_attacks_window_last6_month,hotspot_attacks_window_last9_month,hotspot_attacks_window_last12_month
Outside of Hotspots,2010-02-24,9,9,9,9
Outside of Hotspots,2010-02-25,9,9,9,9
Outside of Hotspots,2010-02-26,9,9,9,9
Outside of Hotspots,2010-02-27,9,9,9,9
Outside of Hotspots,2010-02-28,9,9,9,9
Outside of Hotspots,2010-03-01,9,9,9,9
Outside of Hotspots,2010-03-02,10,10,10,10
Outside of Hotspots,2010-03-03,11,11,11,11
Outside of Hotspots,2010-03-04,11,11,11,11
Outside of Hotspots,2010-03-05,12,12,12,12
Outside of Hotspots,2010-03-06,12,12,12,12
Outside of Hotspots,2010-03-07,12,12,12,12
Outside of Hotspots,2010-03-08,12,12,12,12
Outside of Hotspots,2010-03-09,12,12,12,12
Outside of Hotspots,2010-03-10,12,12,12,12
Outside of Hotspots,2010-03-11,12,12,12,12
Outside of Hotspots,2010-03-12,13,13,13,13
Outside of Hotspots,2010-03-13,13,13,13,13
Outside of Hotspots,2010-03-14,14,14,14,14
Outside of Hotspots,2010-03-15,15,15,15,15
Outside of Hotspots,2010-03-16,16,16,16,16
Outside of Hotspots,2010-03-17,18,18,18,18
Outside of Hotspots,2010-03-18,18,18,18,18
Outside of Hotspots,2010-03-19,18,18,18,18
Outside of Hotspots,2010-03-20,18,18,18,18
Outside of Hotspots,2010-03-21,18,18,18,18
Outside of Hotspots,2010-03-22,18,18,18,18
Outside of Hotspots,2010-03-23,19,19,19,19
Outside of Hotspots,2010-03-24,19,19,19,19
Outside of Hotspots,2010-03-25,19,19,19,19
Outside of Hotspots,2010-03-26,19,19,19,19
Outside of Hotspots,2010-03-27,19,19,19,19
Outside of Hotspots,2010-03-28,23,23,23,23
Outside of Hotspots,2010-03-29,23,23,23,23
Outside of Hotspots,2010-03-30,23,23,23,23
Outside of Hotspots,2010-03-31,27,27,27,27
Outside of Hotspots,2010-04-01,27,27,27,27
Outside of Hotspots,2010-04-02,28,28,28,28
Outside of Hotspots,2010-04-03,27,28,28,28
Outside of Hotspots,2010-04-04,29,30,30,30
Outside of Hotspots,2010-04-05,30,31,31,31
Outside of Hotspots,2010-04-06,30,31,31,31
Outside of Hotspots,2010-04-07,31,32,32,32
Outside of Hotspots,2010-04-08,32,33,33,33
Outside of Hotspots,2010-04-09,33,34,34,34
Outside of Hotspots,2010-04-10,33,34,34,34
Outside of Hotspots,2010-04-11,34,35,35,35
Outside of Hotspots,2010-04-12,33,35,35,35
Outside of Hotspots,2010-04-13,33,35,35,35
Outside of Hotspots,2010-04-14,33,35,35,35
Outside of Hotspots,2010-04-15,33,35,35,35
Outside of Hotspots,2010-04-16,34,36,36,36
Outside of Hotspots,2010-04-17,34,36,36,36
Outside of Hotspots,2010-04-18,36,38,38,38
Outside of Hotspots,2010-04-19,36,38,38,38
Outside of Hotspots,2010-04-20,35,38,38,38
Outside of Hotspots,2010-04-21,37,40,40,40
Outside of Hotspots,2010-04-22,37,41,41,41
Outside of Hotspots,2010-04-23,37,41,41,41
Outside of Hotspots,2010-04-24,38,42,42,42
Outside of Hotspots,2010-04-25,38,42,42,42
Outside of Hotspots,2010-04-26,38,42,42,42
Outside of Hotspots,2010-04-27,38,42,42,42
Outside of Hotspots,2010-04-28,38,42,42,42
Outside of Hotspots,2010-04-29,38,42,42,42
Outside of Hotspots,2010-04-30,38,42,42,42
Outside of Hotspots,2010-05-01,38,42,42,42
Outside of Hotspots,2010-05-02,38,42,42,42
Outside of Hotspots,2010-05-03,39,43,43,43
Outside of Hotspots,2010-05-04,39,43,43,43
Outside of Hotspots,2010-05-05,40,44,44,44
Outside of Hotspots,2010-05-06,41,46,46,46
Outside of Hotspots,2010-05-07,41,46,46,46
Outside of Hotspots,2010-05-08,41,46,46,46
Outside of Hotspots,2010-05-09,41,46,46,46
Outside of Hotspots,2010-05-10,42,47,47,47
Outside of Hotspots,2010-05-11,42,47,47,47
Outside of Hotspots,2010-05-12,44,49,49,49
Outside of Hotspots,2010-05-13,45,50,50,50
Outside of Hotspots,2010-05-14,45,51,51,51
Outside of Hotspots,2010-05-15,43,51,51,51
Outside of Hotspots,2010-05-16,42,51,51,51
Outside of Hotspots,2010-05-17,42,51,51,51
Outside of Hotspots,2010-05-18,42,51,51,51
Outside of Hotspots,2010-05-19,42,51,51,51
Outside of Hotspots,2010-05-20,43,52,52,52
Outside of Hotspots,2010-05-21,45,54,54,54
Outside of Hotspots,2010-05-22,45,54,54,54
Outside of Hotspots,2010-05-23,45,54,54,54
Outside of Hotspots,2010-05-24,46,55,55,55
Outside of Hotspots,2010-05-25,47,56,56,56
Outside of Hotspots,2010-05-26,47,56,56,56
Outside of Hotspots,2010-05-27,48,57,57,57
Outside of Hotspots,2010-05-28,48,57,57,57
Outside of Hotspots,2010-05-29,49,58,58,58
Outside of Hotspots,2010-05-30,49,58,58,58
Outside of Hotspots,2010-05-31,49,59,59,59
Outside of Hotspots,2010-06-01,48,59,59,59
Outside of Hotspots,2010-06-02,48,59,59,59
Outside of Hotspots,2010-06-03,47,59,59,59
Outside of Hotspots,2010-06-04,47,59,59,59
Outside of Hotspots,2010-06-05,47,59,59,59
Outside of Hotspots,2010-06-06,47,59,59,59
Outside of Hotspots,2010-06-07,47,59,59,59
Outside of Hotspots,2010-06-08,47,59,59,59
Outside of Hotspots,2010-06-09,47,59,59,59
Outside of Hotspots,2010-06-10,46,59,59,59
Outside of Hotspots,2010-06-11,46,59,59,59
Outside of Hotspots,2010-06-12,45,59,59,59
Outside of Hotspots,2010-06-13,44,59,59,59
Outside of Hotspots,2010-06-14,43,59,59,59
Outside of Hotspots,2010-06-15,41,59,59,59
Outside of Hotspots,2010-06-16,42,60,60,60
Outside of Hotspots,2010-06-17,42,60,60,60
Outside of Hotspots,2010-06-18,43,61,61,61
Outside of Hotspots,2010-06-19,43,61,61,61
Outside of Hotspots,2010-06-20,43,61,61,61
Outside of Hotspots,2010-06-21,42,61,61,61
Outside of Hotspots,2010-06-22,44,63,63,63
Outside of Hotspots,2010-06-23,45,64,64,64
Outside of Hotspots,2010-06-24,45,64,64,64
Outside of Hotspots,2010-06-25,45,64,64,64
Outside of Hotspots,2010-06-26,41,64,64,64
Outside of Hotspots,2010-06-27,41,64,64,64
Outside of Hotspots,2010-06-28,41,64,64,64
Outside of Hotspots,2010-06-29,37,64,64,64
Outside of Hotspots,2010-06-30,37,64,64,64
Outside of Hotspots,2010-07-01,36,64,64,64
Outside of Hotspots,2010-07-02,36,63,64,64
Outside of Hotspots,2010-07-03,35,64,65,65
Outside of Hotspots,2010-07-04,34,64,65,65
Outside of Hotspots,2010-07-05,34,64,65,65
Outside of Hotspots,2010-07-06,33,64,65,65
Outside of Hotspots,2010-07-07,32,64,65,65
Outside of Hotspots,2010-07-08,32,65,66,66
Outside of Hotspots,2010-07-09,32,65,66,66
Outside of Hotspots,2010-07-10,31,65,66,66
Outside of Hotspots,2010-07-11,31,64,66,66
Outside of Hotspots,2010-07-12,31,64,66,66
Outside of Hotspots,2010-07-13,31,64,66,66
Outside of Hotspots,2010-07-14,31,64,66,66
Outside of Hotspots,2010-07-15,30,64,66,66
Outside of Hotspots,2010-07-16,30,64,66,66
Outside of Hotspots,2010-07-17,28,64,66,66
Outside of Hotspots,2010-07-18,28,64,66,66
Outside of Hotspots,2010-07-19,28,63,66,66
Outside of Hotspots,2010-07-20,27,64,67,67
Outside of Hotspots,2010-07-21,26,63,67,67
Outside of Hotspots,2010-07-22,26,63,67,67
Outside of Hotspots,2010-07-23,25,63,67,67
Outside of Hotspots,2010-07-24,25,63,67,67
Outside of Hotspots,2010-07-25,25,63,67,67
Outside of Hotspots,2010-07-26,25,63,67,67
Outside of Hotspots,2010-07-27,25,63,67,67
Outside of Hotspots,2010-07-28,25,63,67,67
Outside of Hotspots,2010-07-29,25,63,67,67
Outside of Hotspots,2010-07-30,25,63,67,67
Outside of Hotspots,2010-07-31,25,63,67,67
Outside of Hotspots,2010-08-01,24,63,67,67
Outside of Hotspots,2010-08-02,24,63,67,67
Outside of Hotspots,2010-08-03,23,63,67,67
Outside of Hotspots,2010-08-04,21,62,67,67
Outside of Hotspots,2010-08-05,21,62,67,67
Outside of Hotspots,2010-08-06,21,62,67,67
Outside of Hotspots,2010-08-07,21,62,67,67
Outside of Hotspots,2010-08-08,22,64,69,69
Outside of Hotspots,2010-08-09,22,64,69,69
Outside of Hotspots,2010-08-10,20,64,69,69
Outside of Hotspots,2010-08-11,19,64,69,69
Outside of Hotspots,2010-08-12,18,63,69,69
Outside of Hotspots,2010-08-13,18,61,69,69
Outside of Hotspots,2010-08-14,18,60,69,69
Outside of Hotspots,2010-08-15,18,60,69,69
Outside of Hotspots,2010-08-16,19,61,70,70
Outside of Hotspots,2010-08-17,19,61,70,70
Outside of Hotspots,2010-08-18,18,61,70,70
Outside of Hotspots,2010-08-19,17,62,71,71
Outside of Hotspots,2010-08-20,17,62,71,71
Outside of Hotspots,2010-08-21,17,62,71,71
Outside of Hotspots,2010-08-22,16,62,71,71
Outside of Hotspots,2010-08-23,15,62,71,71
Outside of Hotspots,2010-08-24,15,62,71,71
Outside of Hotspots,2010-08-25,15,63,72,72
Outside of Hotspots,2010-08-26,15,63,72,72
Outside of Hotspots,2010-08-27,14,63,72,72
Outside of Hotspots,2010-08-28,14,63,72,72
Outside of Hotspots,2010-08-29,14,63,73,73
Outside of Hotspots,2010-08-30,14,62,73,73
Outside of Hotspots,2010-08-31,15,63,74,74
Outside of Hotspots,2010-09-01,15,62,74,74
Outside of Hotspots,2010-09-02,15,62,74,74
Outside of Hotspots,2010-09-03,15,62,74,74
Outside of Hotspots,2010-09-04,16,63,75,75
Outside of Hotspots,2010-09-05,17,64,76,76
Outside of Hotspots,2010-09-06,18,65,77,77
Outside of Hotspots,2010-09-07,18,65,77,77
Outside of Hotspots,2010-09-08,18,64,77,77
Outside of Hotspots,2010-09-09,18,64,77,77
Outside of Hotspots,2010-09-10,18,63,77,77
Outside of Hotspots,2010-09-11,18,62,77,77
Outside of Hotspots,2010-09-12,18,61,77,77
Outside of Hotspots,2010-09-13,18,59,77,77
Outside of Hotspots,2010-09-14,17,59,77,77
Outside of Hotspots,2010-09-15,17,59,77,77
Outside of Hotspots,2010-09-16,17,60,78,78
Outside of Hotspots,2010-09-17,17,60,78,78
Outside of Hotspots,2010-09-18,17,60,78,78
Outside of Hotspots,2010-09-19,17,59,78,78
Outside of Hotspots,2010-09-20,15,59,78,78
Outside of Hotspots,2010-09-21,14,59,78,78
Outside of Hotspots,2010-09-22,14,59,78,78
Outside of Hotspots,2010-09-23,14,59,78,78
Outside of Hotspots,2010-09-24,14,55,78,78
Outside of Hotspots,2010-09-25,16,57,80,80
Outside of Hotspots,2010-09-26,17,58,81,81
Outside of Hotspots,2010-09-27,17,54,81,81
Outside of Hotspots,2010-09-28,19,56,83,83
Outside of Hotspots,2010-09-29,20,56,84,84
Outside of Hotspots,2010-09-30,20,56,83,84
Outside of Hotspots,2010-10-01,19,54,83,84
Outside of Hotspots,2010-10-02,20,54,84,85
Outside of Hotspots,2010-10-03,20,54,84,85
Outside of Hotspots,2010-10-04,20,53,84,85
Outside of Hotspots,2010-10-05,20,52,84,85
Outside of Hotspots,2010-10-06,20,52,85,86
Outside of Hotspots,2010-10-07,21,53,86,87
Outside of Hotspots,2010-10-08,22,53,87,88
Outside of Hotspots,2010-10-09,22,53,86,88
Outside of Hotspots,2010-10-10,29,60,93,95
Outside of Hotspots,2010-10-11,29,60,93,95
Outside of Hotspots,2010-10-12,30,61,94,96
Outside of Hotspots,2010-10-13,31,61,95,97
Outside of Hotspots,2010-10-14,31,61,95,97
Outside of Hotspots,2010-10-15,32,60,96,98
Outside of Hotspots,2010-10-16,32,60,96,98
Outside of Hotspots,2010-10-17,32,60,95,98
Outside of Hotspots,2010-10-18,31,58,95,98
Outside of Hotspots,2010-10-19,31,57,94,98
Outside of Hotspots,2010-10-20,31,57,94,98
Outside of Hotspots,2010-10-21,33,58,96,100
Outside of Hotspots,2010-10-22,33,58,96,100
Outside of Hotspots,2010-10-23,35,60,98,102
Outside of Hotspots,2010-10-24,35,60,98,102
Outside of Hotspots,2010-10-25,35,60,98,102
Outside of Hotspots,2010-10-26,37,62,100,104
Outside of Hotspots,2010-10-27,38,63,101,105
Outside of Hotspots,2010-10-28,40,65,103,107
Outside of Hotspots,2010-10-29,42,67,105,109
Outside of Hotspots,2010-10-30,43,67,106,110
Outside of Hotspots,2010-10-31,46,70,109,113
Outside of Hotspots,2010-11-01,46,69,109,113
Outside of Hotspots,2010-11-02,47,68,109,114
Outside of Hotspots,2010-11-03,50,71,112,117
Outside of Hotspots,2010-11-04,50,71,112,117
Outside of Hotspots,2010-11-05,52,73,114,119
Outside of Hotspots,2010-11-06,51,73,115,120
Outside of Hotspots,2010-11-07,51,73,115,120
Outside of Hotspots,2010-11-08,52,72,116,121
Outside of Hotspots,2010-11-09,52,71,116,121
Outside of Hotspots,2010-11-10,52,70,115,121
Outside of Hotspots,2010-11-11,52,70,113,121
Outside of Hotspots,2010-11-12,55,73,115,124
Outside of Hotspots,2010-11-13,55,73,115,124
Outside of Hotspots,2010-11-14,54,73,115,124
Outside of Hotspots,2010-11-15,54,73,115,124
Outside of Hotspots,2010-11-16,57,75,118,127
Outside of Hotspots,2010-11-17,57,74,119,128
Outside of Hotspots,2010-11-18,58,75,120,129
Outside of Hotspots,2010-11-19,58,75,120,129
Outside of Hotspots,2010-11-20,60,76,122,131
Outside of Hotspots,2010-11-21,60,75,122,131
Outside of Hotspots,2010-11-22,60,75,122,131
Outside of Hotspots,2010-11-23,59,74,122,131
Outside of Hotspots,2010-11-24,59,74,122,131
Outside of Hotspots,2010-11-25,61,75,124,133
Outside of Hotspots,2010-11-26,64,78,127,136
Outside of Hotspots,2010-11-27,66,80,129,139
Outside of Hotspots,2010-11-28,68,82,130,141
Outside of Hotspots,2010-11-29,67,82,130,141
Outside of Hotspots,2010-11-30,68,83,130,142
Outside of Hotspots,2010-12-01,68,83,130,142
Outside of Hotspots,2010-12-02,68,83,130,142
Outside of Hotspots,2010-12-03,68,84,131,143
Outside of Hotspots,2010-12-04,68,85,132,144
Outside of Hotspots,2010-12-05,69,87,134,146
Outside of Hotspots,2010-12-06,69,87,134,146
Outside of Hotspots,2010-12-07,70,88,134,147
Outside of Hotspots,2010-12-08,70,88,134,147
Outside of Hotspots,2010-12-09,70,88,133,147
Outside of Hotspots,2010-12-10,73,91,135,150
Outside of Hotspots,2010-12-11,76,94,137,153
Outside of Hotspots,2010-12-12,76,94,135,153
Outside of Hotspots,2010-12-13,78,95,137,155
Outside of Hotspots,2010-12-14,78,95,137,155
Outside of Hotspots,2010-12-15,77,94,137,155
Outside of Hotspots,2010-12-16,79,96,139,157
Outside of Hotspots,2010-12-17,79,96,139,157
Outside of Hotspots,2010-12-18,79,96,138,157
Outside of Hotspots,2010-12-19,79,94,138,157
Outside of Hotspots,2010-12-20,81,95,140,159
Outside of Hotspots,2010-12-21,81,95,140,159
Outside of Hotspots,2010-12-22,81,95,140,159
Outside of Hotspots,2010-12-23,82,96,137,160
Outside of Hotspots,2010-12-24,81,97,138,161
Outside of Hotspots,2010-12-25,82,99,140,163
Outside of Hotspots,2010-12-26,82,99,136,163
Outside of Hotspots,2010-12-27,80,99,136,163
Outside of Hotspots,2010-12-28,79,99,135,163
Outside of Hotspots,2010-12-29,79,99,135,162
Outside of Hotspots,2010-12-30,79,98,133,162
Outside of Hotspots,2010-12-31,79,99,133,163
Outside of Hotspots,2011-01-01,79,99,133,163
Outside of Hotspots,2011-01-02,79,99,132,163
Outside of Hotspots,2011-01-03,79,99,131,163
Outside of Hotspots,2011-01-04,78,98,130,163
Outside of Hotspots,2011-01-05,77,98,130,163
Outside of Hotspots,2011-01-06,76,98,129,163
Outside of Hotspots,2011-01-07,76,98,129,162
Outside of Hotspots,2011-01-08,69,98,129,162
Outside of Hotspots,2011-01-09,71,100,131,164
Outside of Hotspots,2011-01-10,70,100,131,164
Outside of Hotspots,2011-01-11,69,100,130,164
Outside of Hotspots,2011-01-12,69,100,130,164
Outside of Hotspots,2011-01-13,68,100,128,164
Outside of Hotspots,2011-01-14,68,100,128,164
Outside of Hotspots,2011-01-15,69,101,129,164
Outside of Hotspots,2011-01-16,69,100,127,164
Outside of Hotspots,2011-01-17,69,100,126,163
Outside of Hotspots,2011-01-18,69,100,126,163
Outside of Hotspots,2011-01-19,67,100,125,163
Outside of Hotspots,2011-01-20,67,100,125,163
Outside of Hotspots,2011-01-21,65,100,125,163
Outside of Hotspots,2011-01-22,66,101,126,164
Outside of Hotspots,2011-01-23,67,102,127,165
Outside of Hotspots,2011-01-24,65,102,127,165
Outside of Hotspots,2011-01-25,64,102,127,165
Outside of Hotspots,2011-01-26,62,102,127,165
Outside of Hotspots,2011-01-27,60,102,127,165
Outside of Hotspots,2011-01-28,60,103,127,166
Outside of Hotspots,2011-01-29,57,103,127,166
Outside of Hotspots,2011-01-30,58,104,127,167
Outside of Hotspots,2011-01-31,57,104,125,166
Outside of Hotspots,2011-02-01,55,105,126,167
Outside of Hotspots,2011-02-02,55,105,126,167
Outside of Hotspots,2011-02-03,53,105,126,167
Outside of Hotspots,2011-02-04,52,103,125,167
Outside of Hotspots,2011-02-05,54,105,127,169
Outside of Hotspots,2011-02-06,53,105,125,169
Outside of Hotspots,2011-02-07,53,105,124,169
Outside of Hotspots,2011-02-08,53,105,123,168
Outside of Hotspots,2011-02-09,53,105,123,166
Outside of Hotspots,2011-02-10,50,105,123,165
Outside of Hotspots,2011-02-11,50,105,123,165
Outside of Hotspots,2011-02-12,50,104,123,165
Outside of Hotspots,2011-02-13,50,104,123,165
Outside of Hotspots,2011-02-14,47,104,122,165
Outside of Hotspots,2011-02-15,46,103,120,165
Outside of Hotspots,2011-02-16,46,104,121,166
Outside of Hotspots,2011-02-17,46,104,121,166
Outside of Hotspots,2011-02-18,44,104,120,166
Outside of Hotspots,2011-02-19,45,105,120,167
Outside of Hotspots,2011-02-20,45,105,120,167
Outside of Hotspots,2011-02-21,45,104,119,167
Outside of Hotspots,2011-02-22,45,104,119,167
Outside of Hotspots,2011-02-23,43,104,118,167
Outside of Hotspots,2011-02-24,40,104,118,167
Outside of Hotspots,2011-02-25,37,103,117,166
Outside of Hotspots,2011-02-26,35,103,117,165
Outside of Hotspots,2011-02-27,35,102,117,165
Outside of Hotspots,2011-02-28,34,102,117,164
Outside of Hotspots,2011-03-01,34,102,117,164
Outside of Hotspots,2011-03-02,34,102,117,164
Outside of Hotspots,2011-03-03,33,101,117,164
Outside of Hotspots,2011-03-04,32,100,117,164
Outside of Hotspots,2011-03-05,30,99,117,164
Outside of Hotspots,2011-03-06,30,99,117,164
Outside of Hotspots,2011-03-07,30,100,118,164
Outside of Hotspots,2011-03-08,30,100,118,164
Outside of Hotspots,2011-03-09,30,100,118,163
Outside of Hotspots,2011-03-10,27,100,118,162
Outside of Hotspots,2011-03-11,24,100,118,161
Outside of Hotspots,2011-03-12,24,100,118,159
Outside of Hotspots,2011-03-13,22,100,117,159
Outside of Hotspots,2011-03-14,23,101,118,160
Outside of Hotspots,2011-03-15,23,100,117,160
Outside of Hotspots,2011-03-16,21,100,117,160
Outside of Hotspots,2011-03-17,21,100,117,160
Outside of Hotspots,2011-03-18,21,100,117,159
Outside of Hotspots,2011-03-19,22,101,116,160
Outside of Hotspots,2011-03-20,20,101,115,160
Outside of Hotspots,2011-03-21,20,101,115,160
Outside of Hotspots,2011-03-22,20,101,115,160
Outside of Hotspots,2011-03-23,19,101,115,156
Outside of Hotspots,2011-03-24,18,99,115,156
Outside of Hotspots,2011-03-25,17,99,116,157
Outside of Hotspots,2011-03-26,20,102,119,156
Outside of Hotspots,2011-03-27,20,100,119,156
Outside of Hotspots,2011-03-28,20,99,119,155
Outside of Hotspots,2011-03-29,20,99,119,155
Outside of Hotspots,2011-03-30,20,99,118,153
Outside of Hotspots,2011-03-31,19,98,118,152
Outside of Hotspots,2011-04-01,19,98,118,152
Outside of Hotspots,2011-04-02,19,98,118,151
Outside of Hotspots,2011-04-03,20,99,119,151
Outside of Hotspots,2011-04-04,20,98,118,150
Outside of Hotspots,2011-04-05,20,97,118,150
Outside of Hotspots,2011-04-06,20,96,118,149
Outside of Hotspots,2011-04-07,20,96,118,149
Outside of Hotspots,2011-04-08,20,89,118,149
Outside of Hotspots,2011-04-09,18,89,118,149
Outside of Hotspots,2011-04-10,18,88,118,149
Outside of Hotspots,2011-04-11,18,87,118,148
Outside of Hotspots,2011-04-12,18,87,118,148
Outside of Hotspots,2011-04-13,18,86,118,146
Outside of Hotspots,2011-04-14,18,86,118,146
Outside of Hotspots,2011-04-15,17,86,118,146
Outside of Hotspots,2011-04-16,17,86,117,144
Outside of Hotspots,2011-04-17,17,86,117,143
Outside of Hotspots,2011-04-18,17,86,117,143
Outside of Hotspots,2011-04-19,17,84,117,142
Outside of Hotspots,2011-04-20,17,84,117,142
Outside of Hotspots,2011-04-21,18,83,118,143
Outside of Hotspots,2011-04-22,18,84,119,144
Outside of Hotspots,2011-04-23,17,84,119,144
Outside of Hotspots,2011-04-24,18,83,120,145
Outside of Hotspots,2011-04-25,18,82,120,145
Outside of Hotspots,2011-04-26,18,80,120,145
Outside of Hotspots,2011-04-27,19,79,121,146
Outside of Hotspots,2011-04-28,18,78,121,145
Outside of Hotspots,2011-04-29,18,75,121,145
Outside of Hotspots,2011-04-30,18,76,122,145
Outside of Hotspots,2011-05-01,18,75,122,143
Outside of Hotspots,2011-05-02,18,73,123,144
Outside of Hotspots,2011-05-03,18,73,123,144
Outside of Hotspots,2011-05-04,18,71,123,144
Outside of Hotspots,2011-05-05,18,70,121,143
Outside of Hotspots,2011-05-06,16,70,121,143
Outside of Hotspots,2011-05-07,17,70,122,142
Outside of Hotspots,2011-05-08,17,70,122,141
Outside of Hotspots,2011-05-09,17,70,122,140
Outside of Hotspots,2011-05-10,17,70,122,140
Outside of Hotspots,2011-05-11,17,67,122,140
Outside of Hotspots,2011-05-12,17,67,122,140
Outside of Hotspots,2011-05-13,17,67,121,140
Outside of Hotspots,2011-05-14,18,68,122,141
Outside of Hotspots,2011-05-15,18,65,122,140
Outside of Hotspots,2011-05-16,18,64,121,138
Outside of Hotspots,2011-05-17,20,66,124,141
Outside of Hotspots,2011-05-18,21,67,125,142
Outside of Hotspots,2011-05-19,21,65,125,141
Outside of Hotspots,2011-05-20,20,65,125,140
Outside of Hotspots,2011-05-21,20,65,125,140
Outside of Hotspots,2011-05-22,20,65,124,139
Outside of Hotspots,2011-05-23,21,66,125,140
Outside of Hotspots,2011-05-24,21,64,125,139
Outside of Hotspots,2011-05-25,22,62,126,140
Outside of Hotspots,2011-05-26,23,60,126,140
Outside of Hotspots,2011-05-27,23,58,126,140
Outside of Hotspots,2011-05-28,24,59,126,141
Outside of Hotspots,2011-05-29,24,58,126,141
Outside of Hotspots,2011-05-30,24,58,126,141
Outside of Hotspots,2011-05-31,24,58,126,141
Outside of Hotspots,2011-06-01,24,57,125,141
Outside of Hotspots,2011-06-02,24,56,124,141
Outside of Hotspots,2011-06-03,24,54,123,141
Outside of Hotspots,2011-06-04,24,54,123,141
Outside of Hotspots,2011-06-05,23,53,123,141
Outside of Hotspots,2011-06-06,23,53,123,141
Outside of Hotspots,2011-06-07,23,53,123,141
Outside of Hotspots,2011-06-08,23,50,123,141
Outside of Hotspots,2011-06-09,23,47,123,141
Outside of Hotspots,2011-06-10,23,47,123,141
Outside of Hotspots,2011-06-11,23,45,123,140
Outside of Hotspots,2011-06-12,23,46,124,141
Outside of Hotspots,2011-06-13,24,47,124,141
Outside of Hotspots,2011-06-14,24,45,124,141
Outside of Hotspots,2011-06-15,24,45,124,141
Outside of Hotspots,2011-06-16,24,45,124,141
Outside of Hotspots,2011-06-17,24,46,125,140
Outside of Hotspots,2011-06-18,28,48,129,143
Outside of Hotspots,2011-06-19,28,48,129,143
Outside of Hotspots,2011-06-20,28,48,129,143
Outside of Hotspots,2011-06-21,28,47,129,143
Outside of Hotspots,2011-06-22,28,46,127,143
Outside of Hotspots,2011-06-23,29,46,128,145
Outside of Hotspots,2011-06-24,26,46,128,145
Outside of Hotspots,2011-06-25,26,46,126,145
Outside of Hotspots,2011-06-26,26,46,125,145
Outside of Hotspots,2011-06-27,26,46,125,145
Outside of Hotspots,2011-06-28,26,46,125,144
Outside of Hotspots,2011-06-29,26,45,124,144
Outside of Hotspots,2011-06-30,26,45,124,144
Outside of Hotspots,2011-07-01,26,45,124,144
Outside of Hotspots,2011-07-02,25,45,124,144
Outside of Hotspots,2011-07-03,25,45,123,143
Outside of Hotspots,2011-07-04,25,45,122,143
Outside of Hotspots,2011-07-05,25,45,121,143
Outside of Hotspots,2011-07-06,25,45,121,143
Outside of Hotspots,2011-07-07,25,45,114,143
Outside of Hotspots,2011-07-08,25,43,114,143
Outside of Hotspots,2011-07-09,26,44,114,144
Outside of Hotspots,2011-07-10,27,45,114,145
Outside of Hotspots,2011-07-11,27,45,114,145
Outside of Hotspots,2011-07-12,27,45,113,145
Outside of Hotspots,2011-07-13,27,45,113,145
Outside of Hotspots,2011-07-14,27,44,113,145
Outside of Hotspots,2011-07-15,29,46,115,146
Outside of Hotspots,2011-07-16,29,46,115,146
Outside of Hotspots,2011-07-17,29,46,115,146
Outside of Hotspots,2011-07-18,29,46,113,146
Outside of Hotspots,2011-07-19,30,47,114,147
Outside of Hotspots,2011-07-20,30,48,113,148
Outside of Hotspots,2011-07-21,29,47,113,148
Outside of Hotspots,2011-07-22,30,47,114,149
Outside of Hotspots,2011-07-23,29,47,112,149
Outside of Hotspots,2011-07-24,29,47,111,149
Outside of Hotspots,2011-07-25,29,47,109,149
Outside of Hotspots,2011-07-26,28,47,107,149
Outside of Hotspots,2011-07-27,28,46,106,149
Outside of Hotspots,2011-07-28,28,46,103,149
Outside of Hotspots,2011-07-29,27,45,103,149
Outside of Hotspots,2011-07-30,27,45,102,149
Outside of Hotspots,2011-07-31,26,44,99,149
Outside of Hotspots,2011-08-01,28,46,101,151
Outside of Hotspots,2011-08-02,28,46,99,151
Outside of Hotspots,2011-08-03,28,46,98,149
Outside of Hotspots,2011-08-04,29,45,99,150
Outside of Hotspots,2011-08-05,28,45,98,150
Outside of Hotspots,2011-08-06,28,45,98,150
Outside of Hotspots,2011-08-07,29,46,99,151
Outside of Hotspots,2011-08-08,29,46,99,151
Outside of Hotspots,2011-08-09,30,47,97,152
Outside of Hotspots,2011-08-10,30,47,97,152
Outside of Hotspots,2011-08-11,30,47,97,151
Outside of Hotspots,2011-08-12,29,47,97,151
Outside of Hotspots,2011-08-13,29,47,94,151
Outside of Hotspots,2011-08-14,29,47,93,150
Outside of Hotspots,2011-08-15,26,46,92,150
Outside of Hotspots,2011-08-16,25,46,92,150
Outside of Hotspots,2011-08-17,25,46,90,150
Outside of Hotspots,2011-08-18,25,45,90,150
Outside of Hotspots,2011-08-19,26,46,91,151
Outside of Hotspots,2011-08-20,26,46,91,150
Outside of Hotspots,2011-08-21,25,46,91,150
Outside of Hotspots,2011-08-22,26,47,90,151
Outside of Hotspots,2011-08-23,25,47,87,151
Outside of Hotspots,2011-08-24,24,47,84,150
Outside of Hotspots,2011-08-25,24,47,82,150
Outside of Hotspots,2011-08-26,24,48,83,150
Outside of Hotspots,2011-08-27,24,48,82,150
Outside of Hotspots,2011-08-28,24,48,82,150
Outside of Hotspots,2011-08-29,24,48,82,150
Outside of Hotspots,2011-08-30,24,48,81,149
Outside of Hotspots,2011-08-31,24,48,80,148
Outside of Hotspots,2011-09-01,24,48,78,147
Outside of Hotspots,2011-09-02,24,48,78,147
Outside of Hotspots,2011-09-03,24,47,77,147
